Name;SMILES
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C]N=C([C]=[C]1)F	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=C(F)N=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=C(F)N=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C]N=C([C]=[C]1)F	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C]N=C([C]=[C]1)F	="
5278;"C(F)(F)(C1=[C][C]=[C]C(=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)O[C]1[C]C(F)(F)[C]1)[C]NC1=[C][C]=C([C]=[C]1)C(=O)N	="
5310;"[C](C1=[C]C(=[C][C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=[C]C(=[C][C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=[C][C]=[C]C(=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=[C]C(=[C][C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=[C][C]=[C]C(=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=[C]C(=[C][C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=[C]C(=[C][C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=[C][C]=[C]C(=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C](C1=[C]C(=[C][C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	="
8032;"C(F)(F)(C1=[C][C]=C(Cl)C(=[C]1)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)Cl)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)Cl)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)Cl)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=C(Cl)C(=[C]1)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=C(Cl)C(=[C]1)O[C]1[C][C]O1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)Cl)O[C]1[C][C]O1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)Cl)O[C]1[C][C]O1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=C([C]=[C]1)Cl)O[C]1[C][C]O1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	="
1797;"C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	=
C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	=
C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	=
C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	=
C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	=
C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	=
C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	=
C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	=
C(=O)(N[C]C1=[C]N=C([C]=[C]1)OC1=[C][C]=N[C]=[C]1)C1=[C]Sc2c(N)n[nH]c(=O)c12	="
3862;"C1([C][C]1)(C1=[C]C(=NC(=N1)N1[C][C]O[C][C]1)O[C])NC1=N[C]=C([C]=[C]1)C(=O)N	=
C1([C][C]1)(C1=[C]C(=NC(=N1)N1[C][C]O[C][C]1)O[C])NC1=N[C]=C([C]=[C]1)C(=O)N	="
5136;"C(F)(F)(C1=[C]C(=[C][C]=[C]1)C1=[C][C]=C(F)N=[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)C1=[C][C]=C(F)N=[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)C1=[C][C]=C(F)N=[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C][C]=[C]C(=[C]1)C1=[C][C]=C(F)N=[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)C1=[C][C]=C(F)N=[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)C1=[C]N=C([C]=[C]1)F)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)C1=[C]N=C([C]=[C]1)F)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)C1=[C][C]=C(F)N=[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=[C]1)C1=[C][C]=C(F)N=[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	="
6724;"C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=[C][C]=[C]1	="
6742;"C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C][C]=[C]C(=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=N[C]=C([C]=[C]1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	=
C1([C][C]1)(NC1=[C][C]=C([C]=N1)C(=O)N)C1=[C]C(=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1	="
7488;"[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=N1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=N1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=N1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=N1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=N1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=N[C]=[C][C]=[C]1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=N1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=N1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
[C][C](C1=[C][C]=C([C]=[C]1)[C]N[C]C1=[C][C]=[C][C]=N1)NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	="
6558;"C(F)(F)(C1=N[C]=[C]C(=[C]1)N1[C][C][C]([C][C]1)O)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=N1)N1[C][C][C]([C][C]1)O)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)N1[C][C][C]([C][C]1)O)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)N1[C][C][C]([C][C]1)O)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=N1)N1[C][C][C]([C][C]1)O)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=N1)N1[C][C][C]([C][C]1)O)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)N1[C][C][C]([C][C]1)O)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
C(F)(F)(C1=N[C]=[C]C(=[C]1)N1[C][C][C]([C][C]1)O)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
C(F)(F)(C1=[C]C(=[C][C]=N1)N1[C][C][C]([C][C]1)O)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	="
2398;"[C][C](C1=[C]C(=[C]C(=[C]1)O[C]1[C]N[C]1)F)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C][C](C1=[C]C(=[C]C(=[C]1)F)O[C]1[C]N[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C][C](C1=[C]C(=[C]C(=[C]1)F)O[C]1[C]N[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C][C](C1=[C]C(=[C]C(=[C]1)F)O[C]1[C]N[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C][C](C1=[C]C(=[C]C(=[C]1)F)O[C]1[C]N[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C][C](C1=[C]C(=[C]C(=[C]1)F)O[C]1[C]N[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
[C][C](C1=[C]C(=[C]C(=[C]1)F)O[C]1[C]N[C]1)[C]NC1=N[C]=C([C]=[C]1)C(=O)N	=
[C][C](C1=[C]C(=[C]C(=[C]1)F)O[C]1[C]N[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	=
[C][C](C1=[C]C(=[C]C(=[C]1)F)O[C]1[C]N[C]1)[C]NC1=[C][C]=C([C]=N1)C(=O)N	="
2732;"O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	=
O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	=
O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	=
O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	=
O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	=
O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	=
O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	=
O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	=
O=C(N[C][C]1[C][C][C]([C][C]1)[C]OC1=[C][C]=[C][C]=[C]1)C1=[C]SC2=C1C(=O)N[C]=N2	="
7344;"C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C][C]=C([C]=[C]1)[C]N[C][C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	="
1418;"C1(=[C]C(=[C][C]=N1)[C]N[C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C]C(=[C][C]=N1)[C]N[C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C]C(=[C][C]=N1)[C]N[C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
C1(=[C]C(=[C][C]=N1)[C]N[C]1[C][C][C]([C][C]1)O)[C]NC(=O)C1=[C]SC2=C1C(=O)N[C]=N2	=
